Nome de uma definição de BAdI;Ponto de ampliação;Descrição;
GHO_BADI_MAP_WCV_TO_MEAS_ITEM;GHO_ES_MAP_WCVOL_TO_MEAS_ITEM;BAdI para mapear completação de poço a item de medição;
GHO_BADI_MEAS_DEVICE_INSQR;GHO_ES_EAM_XI_PROXY_INTF;;
GHO_BADI_MEAS_DEVICE_RC;GHO_ES_EAM_XI_PROXY_INTF;;
GHO_BADI_MEAS_DEVICE002QR;GHO_ES_EAM_XI_PROXY_INTF;;
GHO_BADI_MEAS_READING_RQ;GHO_ES_EAM_XI_PROXY_INTF;;
GHO_BADI_MEAS_RULE_VALID;GHO_ES_MEAS_RULE_VALID;Validações de regras de medida;
GHO_BADI_MEDIUM;GHO_ES_MEDIUM;Fluido em UM;
GHO_BADI_NETOBJ;GHO_ES_NETOBJ;;
GHO_BADI_NETOBJ_BO;GHO_ES_NETOBJ_BO;BAdI para objetos de rede: BO;
GHO_BADI_NETOBJ_SP;GHO_ES_NETOBJ_SP;;
GHO_BADI_NETOBJ_UI;GHO_ES_NETOBJ_UI;BAdI para objetos rede: IU;
GHO_BADI_NETWORK_MODELLING;GHO_ES_NETWORK_MODELLING;;
GHO_BADI_OWN_CALC;GHO_ES_OWN_DB;BAdI: calcular quantidades do direito de propriedade;
GHO_BADI_OWN_UI;GHO_ES_DOI_UI;Definição de BAdI para IU de propriedade;
GHO_BADI_PE_BO;GHO_ES_PE_BO;BAdI p/entidades indústria petróleo e gás: BO;
GHO_BADI_PPA_APPROVE;GHO_ES_PPA_APPROVE;BAdI para processo de aprovação APA;
GHO_BADI_PPA_REQ;GHO_PPA_REQ_WF;Atualizar solicitação de aprovação PPA;
GHO_BADI_PPA_REQUEST;GHO_ES_PPA_REQ_WF;Atualização da solicitação aprovação APA;
GHO_BADI_PRODUCING_ENTITY_UI;GHO_ES_PE_UI;Definição de BAdI para IU de entidade produtora;
GHO_BADI_PS_AUTH_OBJ_LIST;GHO_ES_PS;Lista de objetos autorizados para tipos de objeto do seletor;
GHO_BADI_PS_OBJ;GHO_ES_PS;Seletor primário;
GHO_BADI_SAP_APPL_ERP_INTF;GHO_ES_SAP_APPL_ERP_INTF;;
GHO_BADI_SAP_APPL_ERP_INTF_SWF;GHO_ES_SAP_APPL_ERP_INTF;;
GHO_BADI_SM_UI;GHO_ES_SM_UI;Definição de BAdI para IU SM;
GHO_BADI_WELL_FLOW_CALCULATION;GHO_ES_WELL_FLOW_CALCULATION;Cálculo do fluxo de poço;
GHO_BADI_WORK_ORDER;GHO_ES_WORK_ORDER;Atualizar ordem interna;
GHO_FDC_CUST_CALC;GHO_FDC_CUST_CALC;Calcular combustível - ampliação da fórmula;
GHO_FUEL_CALC;GHO_FUEL_CALC;Calcular combustível - ampliação da fórmula;
GHO_OWN_BADI_SCALE_METHOD_DTLS;GHO_ES_OWN_DB;BAdI: atualizar métodos de escala;
GHO_UAE_BADI_OIL_INV;GHO_UAE_ES_OIL_INV;;
GL_ACCOUNT_MASTER_ALE_CHECK;GL_ACCOUNT_MASTER_INTEGRATE;Verificações em entrada ALE;
GL_ACCOUNT_MASTER_DERIVE;GL_ACCOUNT_MASTER_INTEGRATE;Derivação de campos do mestre de contas para classe de custo;
GL_ACCOUNT_MASTER_REPLICATE;GL_ACCOUNT_MASTER_REPLICATION;Replicação de contas do Razão;
GL_ACCOUNT_MASTER_SKB1_CREATE;GL_ACCOUNT_MASTER_INTEGRATE;Determinar SKB1 será criado para todas as empresas;
GLE_ECS_ACC_DOCUMENT;GLE_ECS_ACC_DOCUMENT;BAdI para interface entre ECS e RWIN;
GLE_ECS_BALANCE_DOC;GLE_ECS_AI_ENHANCE_DI;BAdI: liquidação de documento;
GLE_ECS_CHNG_DATA_BEFORE_AGGR;GLE_ECS_CHNG_DATA_BEFORE_AGGR;;
GLE_ECS_DETERM_COMP_ERROR_CAT;GLE_ECS_DETERM_COMP_ERROR_CAT;;
GLE_ECS_DIRECT_INPUT;GLE_ECS_DIRECT_INPUT;;
GLE_ECS_DOC_RELEASE_ATTRIBUTE;GLE_ECS_DOC_RELEASE;Atributos relevantes para liberação de documento GLE ECS;
GLE_ECS_RESET_CLEARING;GLE_ECS_RESET_CLEARING;Anulação de compensação antes do estorno;
GLE_ECS_REV_POST_ALLOWED;GLE_ECS_REVERSAL_CHECK;Verificar se lançamento de estorno ECS é permitido;
GLE_ECS_SUSP_CHECK;GLE_ECS_SUSP_CHECK;BAdI: verificar conta transitória;
GLE_ECS_UI;GLE_ECS_UI;BAdI para IU ECS;
GLE_MCA_DOC_RELEASE_ATTRIBUTE;GLE_MCA_DOC_WF_INTEGRATION;Preencher atributo de liberação de documento MCA;
GLE_MCA_EXCEL_UPLOAD_CHECK;GLE_MCA_EXCEL_UPLOAD;Verificações no upload de excel;
GLE_MCA_FXR_UPD_ITEM_0001;GLE_MCA_FXR_UPD_ITEM_001;;
GLE_MCA_SL_GET_TOTALS;GLE_MCA_SL_GET_TOTALS;;
GLO_ACRS_BUS_DATA_EXTENSION;GLO_ACRS_BUS_DATA_EXTENSION;BAdI para ampliação de dados comerciais ACRS;
GLO_ACRS_EXTRACTION_FACADE;GLO_ACRS_EXTRACTION_FACADE;BAdI para extração ACRS;
GLO_BUPLA_COUNTRY_DATA_EXT;GLO_BUPLA_COUNTRY_EXTENSION;Extração de dados específica de país/região de local de negó;
GLO_FULFILLDATE_BUSTRANS;GLO_FULFILLDATE;;
GLO_FULFILLDATE_DERIVE;GLO_FULFILLDATE;;
GLO_LOG_CHANGE_ODN_CHECK;GLO_LOG_CHANGE_ODN_CHECK;;
GLO_LOG_CHECK_MAT_TAX_CLASS;GLO_LOG_CHECK_MAT_TAX_CLASS;;
GLO_LOG_ODN_IT;GLO_LOG_ODN_IT;;
GLO_PR_PRINT_STANDARD;ES_GLO_PR_EXTEND;Modificação de formulários de cabeçalho para recibos de paga;
GLO_SDBIL_CNCL_CHK;GLO_SDBIL_CNCL_CHK;Validações de cancelamentos de faturamento para soluções de;
GLOFI_BUPLA_CHECK_PROP_EXT;GLOFI_BUPLA_SVC_EXT;Administrar ativação de local de negócio;
GLOFI_BUPLA_DETERMINE_EXT;GLOFI_BUPLA_SVC_EXT;Determinar ID de local de negócio;
GLOFI_BUPLA_SVC_DISPATCHER;GLOFI_BUPLA_SVC_FACADE_EXT;BAdI de escalonador de serviços de local de negócios;
GLOFI_BUPLA_VALIDATE_EXT;GLOFI_BUPLA_SVC_EXT;Validar valores de local de negócio;
GLOFI_BUPLA_VALUE_LIST_EXT;GLOFI_BUPLA_SVC_EXT;Lista de seleção de valores de campo de local de negócio;
GLOMRM_QR_DATA_MODIFY_CE;GLO_QRDATA_CE_MODIFY;;
GLT0_AFTERSPLIT_VAL;;Validação após a repartição de documento;
GLT0_ASSIGNMENT_CONTROL;GLT0_ASSIGNMENT_CONTROL;Transferência de classificação contábil em partição baseada;
GLT0_ASSIGNMENT_CONTROL_CUST;GLT0_ASSIGNMENT_CONTROL_CUST;Transferência de classificação contábil na partição baseada;
GLT0_BALANCE_METHOD;GLT0_BALANCE_METHOD;Método de compensação na repartição de documento;
GLT0_BALANCE_METHOD_INT;GLT0_BALANCE_METHOD_INT;Determinação de método de compensação na repartição de docum;
GLT0_COMP_TAX;GLT0_COMP_TAX;Enriquecimento dos itens de imposto de FI-CA;
GLT0_COMPLETE_CLR_ITEMS_CUST;GLT0_COMPLETE_CLR_ITEMS_CUST;Enriquecimento de linhas de compensação de saldo zero;
GLT0_COMPRESS_ITEM;;Compactação linhas documento AC antes repartição documento;
GLT0_SET_INV_REF;;Sobregravação do código X_INV_REF;
GM_ADJUST_PAYROLL_DIMENSIONS;GM_ADJUST_PAYROLL_DIMENSIONS;;
GM_ALLOW_FM_PLANNING;;Permitir elem.classif.contábil subs.público no planej.AdO;
GM_ARCHIVE_EXIT;GM_ARCHIVE_BADIS;Exit de arquivamento para programas de arquivamento GM;
GM_AUTHORITY_CHECK;;Administração de subsídios públicos: verificação autorização;
GM_BDGT_CUSTOMER;GM_BUDGET_BADIS;Campos personalizados para o workbench de elaboração do orça;
GM_BDGT_EXT_POSTING;GM_BUDGET_BADIS;BAdI: criação de documentos contábeis;
GM_BDGT_FM_SOURCE;;Elaboração orçamento GM Mod.em fonte AdO (cenário teto);
GM_BDGT_LIMIT_FM_FY;GM_BUDGET_BADIS;Limitação ExF AdO em integração AdO GM;
GM_BDGT_OVERRIDE_AMOUNT_TYPE;GM_BUDGET_BADIS;Controlar tipo de montante;
GM_BDGT_TRFR;;GM: transferência do orçamento p/administração de orçamento;
GM_BDGT_VALIDATIONS;GM_BUDGET_BADIS;Elaboração do orçamento GM: validações específicas do client;
GM_BILL_AUTHORITY;;GM: autorização do usuário para faturamento para DP90 em GM;
GM_CHANGE_ATTRIBUTES;;Substituir indicador de status e método derivação p/contas;
GM_CHANGE_SPLIT_AA;GM_CHANGE_SPLIT_AA;;
GM_CHANGE_STATUS;;GM chamado após seleção de novo status subsídio público;
GM_CHECK_INKIND;GM_INKIND;Verificar campos de donativos em gêneros;
GM_COPY_GRANT;;Substituição GM para cópia de função de subsídio público;
GM_EVAL_WF_STAT_BADI;GM_EVAL_WF_STAT_BADI;Verif.dados mestre subsídio status WF para elaboração orçame;
GM_FILL_INKIND_FIELDS;GM_INKIND;Preencher campos de donativos em gêneros (material, quantida;
GM_FORMULA;GM_INKIND;Cálculo de donativos em gêneros;
GM_GET_NEW_VALIDITY_PERIOD;GM_GET_NEW_VALIDITY_PERIOD;Substituir nº de validade de orçamento novo;
GM_GRANT_NBR;;Modificações no nº do subsídio público p/atribuição externa;
GM_INKIND_F4;GM_INKIND;Ajuda F4 para material e unidade de medida;
GM_LINE_ITEMS;GM_LINE_ITEMS;;
GM_OI_PO_DOWN_PAYMENT_REDUCE;GM_COMMITMENTS_BADI;Decidir se adiantamentos devem reduzir compromisso do pedido;
GM_OM_EXT_CHK;;GM: verificação ampliada p/Object Mapper;
GM_POST_AUTHORITY;;GM - bloco classificação contábil - verificação autorização;
GM_POSTING_CONTROL;;Ampliar controle de lançamento GM;
GM_PSSP_SPONSOR_DEF;GM_ES_PSSP_SPONSOR_DEF;PN - BAdI para predefinições de patrocinador;
GM_RM_INTEGRATION;;BAdI genérico para a integração do Records Management;
GM_SALES_ORDER_EXT;;Atribuir campos subsídio público a campos ordem do cliente;
GM_SD_ORDER_CREATE;;Criação da ordem do cliente no GM;
GM_SPONSOREDOBJ;;Administração de subsídios públicos objeto subsidiado BAdI;
GM_STATUS_COMMENT_ENTRY;GM_STATUS_COMMENT_ENTRY;Permitir entrada de um comentário usuário p/modificação stat;
GMAVC_DERI_AGMT;GM_BUDGET_BADIS;Ampliações para a derivação de perfis de tolerância (GM);
GME_SE_GDSMVTEXCPTN001QR;GME_SPOT_SE_GDSMVTEXCPTN;BAdI de cliente: definição para pesquisa de dados básicos de;
GME_SE_GDSMVTEXCPTN001QR_INT;GME_SPOT_SE_GDSMVTEXCPTN_INT;BAdI de setor industrial: definição para pesquisa de dados b;
GOS_MULT_PUBLISH;;Publicação posterior de vários objetos;
GOS_SRV_REQUEST;;GOS: interceptar solicitação de um serviço genérico;
GOS_SRV_SELECT;;GOS: restringir a seleção dos serviços genéricos;
GPM_CC_WEBREQ_COMMON;CRM_GPM_CC_WEB_REQ;;
GRANT_MASTER_REPLICATE;GRANT_MASTER_REPLICATION;Replicação de subsídios públicos;
GRANT_SAVE_EXT_DATA;GRANT_SAVE_EXT_DATA;Mestre de subsídio público - processamento da ampliação espe;
GRID_CLICK_PPF;;PPF: exit para clique duplo em valores na exibição;
GRM_GEN_BTX;GRM_GEN_BTX;Transação comercial geral;
GS_BANF_ME55;ES_GS_BANF;GS_BANF para transação ME55;
GSFINCSIL_BADI_INCOM_PMT;GSFINCSIL_INCOMING_PAYMENT_ENH;;
GSM_MP_ABAP_SYSTEM_INFO;GSM_MP_ABAP_SYSTEM_INFO;GSM-MP: informações do sistema ABAP;
GSM_TG_SERVICE_INFO;GSM_TG_SERVICE_INFO;GSM-TG: informações de serviço;
GTE_SE_BADI_GRANT_BY_ID_QR;GTE_SPOT_SE_MASTER_DATA;;
GTE_SE_BADI_GRANT_CRT_RC;GTE_SPOT_SE_MASTER_DATA;;
GTE_SE_BADI_GRANT_SMPBYELMS_QR;GTE_SPOT_SE_MASTER_DATA;;
GTE_SE_BADI_GRANT_UPD_RC;GTE_SPOT_SE_MASTER_DATA;;
GTR_CRM_DOC_ERP_PROXY;GTR_PSM_CRM_PROXY;BADI para extração de dados do cliente específicos para a in;
GTR_CRM_PROG_REPLICAT;GTR_ENH_CRM_PROG_REPLICAT;Replicação do programa CRM para ERP;
GTR_CRM_PROG_REPLICAT_AUTHGRP;GTR_ENH_CRM_PROG_REPLICAT;Replicação do programa CRM para ERP - grupo de autorizações;
GTR_DX_APAR_BILLING_CI_FIELDS;GTR_DATA_EXCHANGE_APAR_BILLING;Preencher campos CI p/cálculo fatura de cliente/fornecedor;
GTR_EF_PRED_DOC_CONSUMPTION;GTR_EF_DOCUMENT;Chamar fundos destinados documento precedente;
GTR_ENH_BILLDOC;GTR_ENH_BILLDOC_BADI;BAdI para documento de faturamento;
GTR_ENH_BILLING_DOCUMENT;GTR_ENH_BILLING;Ampliar documento de cálculo na atribuição de subsídios (PSC;
GTR_ENH_BILLING_FI_PROXY;GTR_ENH_BILLING_FI;BAdI: ampliar interface de faturamento de clientes/fornecedo;
GTR_ENH_EF_PROXY;GTR_ENHANCE_EF;BAdI: ampliar documento de fundos destinados em GTR;
GTR_FI_APAR_DOCUMENT;GTR_ENH_FI_APAR_INVOICING;Atribuição de subsídios: BADI de cliente para ampliação do d;
GTR_FI_INV_EF_CONSUMPTION;GTR_ENH_FI_APAR_INVOICING;Determinar sequência de consumo de itens de documento de fun;
GTR_FIAPAR_FIN_EXEC_IF;GTR_ENH_FI_APAR_FIN_EXEC_IF;Interface contabilidade BADI - FI AP/AR;
GTR_FMDERIVE_FIELDS;GTR_FMDERIVE;Determinar que campos devem ser transferidos para a aplicaçã;
GTR_FMDERIVE_USER_EXIT;GTR_FMDERIVE;Chamada do user exit padrão FMDERIVE na atribuição de subsíd;
GTR_MODIFY_EF_SCENARIO;GTR_ENHANCE_EF;MModificar cenário de fundos destinados;
GUI_APPL_OBJ_OHFW;;Liga a representação do objeto de aplicação (subtela) a OHFW;
GUI_ASSIGNMENTS_RFW;;Ampliações para cl_gui_assignments_rfw;
GUI_BROWSER_OHFW;;BAdI da ampliação de browser;
GUI_DETAIL_RFW;;GUI control externo para detalhes/comparação de nós RFW;
GUI_GRAPH_RFW;;Ampliação para cl_gui_graph_rfw;
GUI_ITEMIZATION_CK;;PCP: no momento não é possível utilizar;
GUI_ITEMIZATION_CK;GUI_ITEMIZATION_CK;;
GUI_NAVIGATION_RFW;;Ampliações para cl_gui_navigation_rfw;
GUI_PROTOCOL_OHFW;;Log específico da aplicação;
GUI_RFW;;Ampliações para cl_gui_2_rfw;
HANDLE_CUSTOM_SETTYPE;PSOB_CUSTOM_SETTYPE;Processar tipo conjunto cliente;
HANDLE_TIH01_CHANGEMENT;ES_RIOFSE00_EHP;;
HANDLING_UNIT_HEADER;ES_HU_HEADER;Cabeçalho da unidade comercial;
HCM_B_EMPLOYEE_LOOKUP;HCM_ES_EMPLOYEE_LOOKUP;BAdI para app Fiori Pesquisa de funcionário;
HCM_B_MYSRV;HCM_MYSRV;Definição BAdI para Meus serviços;
HCM_B_TEAMSRV;HCM_TEAMSRV;Definição BAdI para Meus serviços da equipe;
HCM_CATS_V1_B_APPROVER_DETRMN;HCM_CATS_V1_APPROVER_DETRMN;Determinação autorizador folha horas trabalho;
HCM_CATS_V1_B_SUBCONTRACT_SRV;HCM_CATS_V1_SUBCONTRACT_SRV;Seleção de serviço da empresa subcontratada;
HCM_CATS_V1_B_TS_VALIDATION;HCM_CATS_V1_TS_VALIDATION;Validação entrada folha horas trabalho;
HCM_CATS_V1_B_WORKLIST;HCM_CATS_V1_GET_WORKLIST;Retornar lista de trabalho atribuída à ocupação de um empreg;
HCM_COBL_REPLACE;HCM_COBL_REPLACE;Substituir atribuição CO completa do HCM;
HCMFAB_ASR_B_PROCESS;HCMFAB_ASR_PROCESS;Modificar atributos do processo;
HCMFAB_B_APPR_TIME_ENRICH;HCM_ES_APPR_TIME_ENRICH;"BAdI para enriquecer entidades de ""Aprovar folha de horas""";
HCMFAB_B_APPROVE_TIMESHEET;HCMFAB_ES_APPROVE_TIMESHEET;"Definição de BAdI para app ""Aprovar folha de horas"" V3";
HCMFAB_B_CICO_CREATE_CUST;HCMFAB_ES_CICO_CREATE_CUST;BAdI para app SAP Fiori Meus eventos de tempos (versão 2);
HCMFAB_B_COMMON;HCMFAB_COMMON;BAdI comum a todos os apps Fiori HCM;
HCMFAB_B_EMPLOYEE_SEARCH;HCMFAB_COMMON;BAdI para pesquisa de funcionários em apps Fiori HCM;
HCMFAB_B_EMPLOYEELOOKUP;HCMFAB_EMPLOYEELOOKUP;BAdI para app Fiori Pesquisa de funcionário (versão 2);
HCMFAB_B_ENRICH_MYFORMS;HCMFAB_ES_MYFORMS;"BAdI: app Fiori ""Meus formulários"" - Enriquecimento";
HCMFAB_B_LEAVE_APPROVAL;HCMFAB_LEAVE_APPROVAL;BAdI: ampliações para app Aprovar solicitações de ausência (;
HCMFAB_B_MY_EXT_ORG;HCMFAB_MY_EXT_ORG;BAdI para ampliação do app SAP Fiori 'Minhas organizações ex;
HCMFAB_B_MY_MED_INFO;HCMFAB_MY_MED_INFO;BAdI para ampliação do app SAP Fiori 'Minhas informações méd;
HCMFAB_B_MYADDRESSES;HCMFAB_MYADDRESSES;"BAdI para ampliação do app SAP Fiori ""Meus endereços""";
HCMFAB_B_MYBANKDETAILS;HCMFAB_MYBANKDETAILS;"BAdI para ampliação do app SAP Fiori ""Meus dados bancários""";
HCMFAB_B_MYCOMMUNICATION;HCMFAB_MYCOMMUNICATION;"BAdI para ampliação do app SAP Fiori ""Meus dados de comunica";
HCMFAB_B_MYFAMILYMEMBERS;HCMFAB_MYFAMILYMEMBERS;"BAdI para ampliação do app SAP Fiori ""Meus membros/dependent";
HCMFAB_B_MYFORMS;HCMFAB_ES_MYFORMS;"BAdI: app Fiori ""Meus formulários""";
HCMFAB_B_MYINTERNALDATA;HCMFAB_MYINTERNALDATA;"BaDi para ampliação de app SAP Fiori ""Meus dados internos""";
HCMFAB_B_MYLEAVEREQUESTS;HCMFAB_ATT_ABS_REQUEST;BAdI para app Minhas solicitações de ausência;
HCMFAB_B_MYOVERTIMEQUOTA;HCMFAB_MYOVERTIMEQUOTA;Definição de BAdI: Meu contingente de horas extras;
HCMFAB_B_MYPAYSTUBS;HCMFAB_MYPAYSTUBS;BAdI p/app Fiori Meus comprovantes de remuneração (versão 3);
HCMFAB_B_MYPERSONALDATA;HCMFAB_MYPERSONALDATA;"BAdI para ampliação do app SAP Fiori ""Meus dados pessoais""";
HCMFAB_B_MYPROFILE;HCMFAB_MYPROFILE;BAdI para app Fiori Meu perfil;
HCMFAB_B_MYPROFILE_ENRICH;HCMFAB_MYPROFILE;BAdI para ampliações do cliente no app Fiori Meu perfil;
HCMFAB_B_MYREPORTING;HCMFAB_MYREPORTING;Definição de BAdI: Meus relatórios;
HCMFAB_B_MYSELECTION;HCMFAB_B_MYSELECTION;BAdI para ampliação do app Fiori SAP Minha seleção;
HCMFAB_B_MYTEAM;HCMFAB_MYTEAM;BAdI para Minha equipe (Fiori);
HCMFAB_B_MYTIMESTATEMENTS;HCMFAB_MYTIMESTATEMENTS;Definição de BAdI para Meus comprovantes de tempos;
HCMFAB_B_ORGCHART_SETTINGS;HCMFAB_ORGCHART;Configurações organograma;
HCMFAB_B_PERSINFO_CONFIG;HCMFAB_PERSINFO;HR FIori: configurações dos dados pessoais;
HCMFAB_B_PERSINFO_SETTINGS;HCMFAB_PERSINFO;HR Fiori: configurações PersInfo (relevante para IU);
HCMFAB_B_PERSINFO_UPDATE_DATA;HCMFAB_PERSINFO;HCM Fiori: atualizar dados comerciais após operações de dado;
HCMFAB_B_PROCESS_INBOX_ENRICH;HCM_ES_PROCESS_INBOX_ENRICH;"BAdI p/enriquecimento de entidades de ""Processar caixa de en";
HCMFAB_B_START_PROCESS_ENRICH;HCM_ES_START_PROCESS_ENRICH;"BAdI para enriquecimento de entidades de ""Iniciar processo""";
HCMFAB_B_TEAMCALENDAR;HCMFAB_TEAM_CALENDAR;BAdI: ampliações para entidades ODATA de calendário da equip;
HCMFAB_B_TEAMCALENDAR_SETTINGS;HCMFAB_TEAM_CALENDAR;Configurações p/calendário da equipe;
HCMFAB_B_TERMS_AND_CONDITIONS;HCMFAB_BEN_TERMS_AND_CONDITION;BAdI: gravar acordo de condições de contrato;
HCMFAB_B_TIME_EVENT_APPROVAL;HCMFAB_TIME_EVENT_APPROVAL;BAdI: Ampliações para o app Aprovar eventos de tempo;
HCMFAB_B_TSH_ADMIN_ASSIGNMENTS;HCMFAB_ES_TIMESHEET;Definição de BAdI para preenchimento de atribuições admin;
HCMFAB_B_TSH_ENRICH;HCMFAB_ES_TIMESHEET;Definição de BAdI para enriquecimento de entidades;
HCMFAB_B_TSH_FUNCTIONAL;HCMFAB_ES_TIMESHEET;Definição de BAdI para ativação de funcionalidade, etc.,;
HCMFAB_B_TSH_PICKLIST_TXTFLTR;HCMFAB_ES_TIMESHEET;BAdI para filtrar a lista de seleção do projeto por texto;
HCMFAB_B_TSH_TEXTFIELDS;HCMFAB_ES_TIMESHEET;Determinar campos para os quais textos de valor são exibidos;
HCMFAB_BEN_ENROLL_ENRICH;HCMFAB_BENEFIT_ENROLLMENT;HCMFAB: BAdI para HCM Inscrição de benefícios;
HCMFAB_BENEFITPLAN_ENRICH;HCMFAB_BENEFIT_OVERVIEW;HCMFAB: BAdI para síntese de benefícios HCM;
HCMFAB_LRQ_ENRICH;HCMFAB_ATT_ABS_REQUEST;BAdI: enriquecer entidades do app SAP Fiori Minhas solicitaç;
HCMFABDE_B_MPI_BEGDA_PENS;HCMFABDE_MPI_ENHANCEMENTS;;
HCMFABDE_B_MPI_BEGDA_POFCST;HCMFABDE_MPI_ENHANCEMENTS;;
HCMFABDE_B_MPI_EMPER_CHECK;HCMFABDE_MPI_ENHANCEMENTS;;
HCMFABDE_B_MPI_EMPL_PREP;HCMFABDE_MPI_ENHANCEMENTS;;
HCMFABDE_B_MPI_OCCUCAT;HCMFABDE_MPI_ENHANCEMENTS;;
HCMFABDE_B_MPI_PRSCN_INFTY;HCMFABDE_MPI_ENHANCEMENTS;;
HCMFABDE_B_MPI_SALPAY;HCMFABDE_MPI_ENHANCEMENTS;;
HCMFABDE_B_MPI_TEMPL_PRSCN;HCMFABDE_MPI_ENHANCEMENTS;;
HCMFABUS_B_MYEMPLOYEEW4;HCMFABUS_B_MYEMPLOYEEW4;;
HDB_SERVICE;HDB_SERVICE;Otimização específica do banco de dados do GF HDB_SERVICE;
HDS_FACTORY;HDS_EXTENSION;Acesso a HDS;
HIDCTAX1_02_BADI;HR_ID_REPORT_BADI;;
HIER_CHECK_LBK;;Verificações de hierarquia para ações do livro de registros;
HIER_VIS_B_STYLE_URL;HIER_VIS_STYLE_URL;BAdI: folha de estilo para Flash;
HISTORICAL_VALUES;MATERIAL_FORECAST;Opção para os dados históricos;
HR_15_DM10;;Badi for DM10 report;
HR_AR_TRM_VAC_DAYS;;Number of leave days to settle at termination;
HR_AU_APS_FILL_JOBCD;HR_AU_APS_EMP_DATABASE;;
HR_AU_APSED_FILTER_PERNR;HR_AU_APSED;;
HR_AU_APSED_MODIFY_DATA;HR_AU_APSED;;
HR_AU_CE_TIME_EXITS;HR_AU_CE_TIME_EXITS;;
HR_AU_CUST_REC_STP;HR_AU_CUST_REC_STP;;
HR_AU_CUST_REP_STP;HR_AU_CUST_REP_STP;;
HR_AU_ECP_LEAVE_MAPPING;HR_AU_ECP_LEAVE_MAPPING;;
HR_AU_ECP_LEAVEPROVISIONS;HR_AU_ECP_LEAVEPROVISIONS;;
HR_AU_SUST;HR_AU_SUST;;
HR_AU_SUST_EMP;HR_AU_SUST_EMP;;
HR_AU_SUST_FILE;HR_AU_SUST_FILE;;
HR_AU_TAX_MANDT_SWITCH;HR_AU_TAX_MANDT_SWITCH;;
HR_BG_CDE60;HR_BG_CDE60;;
HR_BG_FOOD1;;HRBG: Meals allow. work days calculation;
HR_BG_LCCX0;HR_BG_LCCX0;;
HR_BG_LCNT0;HR_BG_LCNT0;;
HR_BG_LLVR0;HR_BG_LLVR0;;
HR_BG_LNAP0;HR_BG_LNAP0;;
HR_BPS_ADJ_REIMBURSE;;Adjustment reimburse amount for benefit point system;
HR_BPS_B_PRORATE;;HR-BPS: Prorating basic point;
HR_BPS_CALC_ADDPOINT;;Calculate additional points for benefit points system;
HR_BPS_CARRY_RULE;;HR-BPS:Carry over benefit point from previous account period;
HR_BPS_FILL_PME97;;Fill structure PME97 for customer;
HR_BPS_T_PRORATE;;HR-BPS: Prorating total points;
HR_BR_GARN_GENWGTYP;;BAdI por pensão alimentícia Brasil: geração folhas pagamento;
HR_BR_GARN_UNIT;;BAdI por pensão alimentícia Brasil: unidade de processamento;
HR_BR_GARN_WAGETYPE;;BAdI por pensão alimentícia Brasil: geração folhas pagamento;
HR_BR_IR_DEP_ELIG;;Verifica eligibilidade de um dependente p/ imposto de renda;
HR_BR_PREPARE_ABS;;BAdI para preparação  de ausências;
HR_BR_QUOTA_HIREFIRE;;BAdI para leitura das datas de contratação e demissão;
HR_BR_TERM_HOMOLOGNET;HR_BR_TERM_HOMOLOGNET;BAdI: Termo de Rescisão e HomologNet;
HR_BRBPS_INCLPENS;HR_BRBPS_INCLPENS;Pension.;
HR_BRPBS_ACC;HR_BRPBS_ACC;Verifica autorização de acumulação remunerada;
HR_BRPBS_BD_PRMBONUS;HR_BRPBS_PRMBONUS;Definição de BAdI para adicional de permanência;
HR_BRPBS_BR01U;HR_BRPBS_BR01U;Definir a prioridade de montante para dedução;
HR_BRPBS_CALC_DEF;HR_BRPBS_CAL_ENT;Definição de BADI - HR_BRPBS_CALC_ENT;
HR_BRPBS_CESSION;HR_BRPBS_CESSION;Verifica autorização de cessão;
HR_BRPBS_CHANGE_IT0932;HR_BRPBS_0932;Mensagem do planejamento de férias do infotipo 0932;
HR_BRPBS_S_CONTROL_0932;HR_BRPBS_S_CONTROL_0932;Controle de tela para o IT0932;
HR_BRPBS_VACAD_DEF;HR_BRPBS_VACAD;Verifica se o empregado optou pelo adiantamento de pagamento;
HR_CE_PERSONID_EXT;;Geração de Personid_ext;
HR_CH_READ_ABREINH;;Read Payroll Unit for Application Key(s);
HR_CH_RPLQSTC3;;BAdI: Override Output Str. for Withholding Tax, Geneva, ISEL;
HR_CH_RPLQSTCI;;HR-CH: Additional Fields for Withholding Tax Evaluations;
HR_CO_QUOTA_HIREFIRE;;BAdI for contract data reading;
HR_CO_TRM_FORCE_RETR;;Forces retro calculation on termination;
HR_CO_VOLUNTARY_CONT;HR_CO_VOLUNTARY_CONT;;
HR_CZ_AVG;HR_CZ_AVG;;
HR_CZ_CALC_VACATION;HR_CZ_CALC_VACATION;;
HR_CZ_DEDS_0011;HR_CZ_DEDS_0011;;
HR_CZ_DLW_CHG_FINAL_DATA;HR_CZ_DETAIL_LEAVING_WORK;;
HR_CZ_DPN_GEN_ABSENCE;HR_CZ_DPN_SICKNESS_NOTES;;
HR_CZ_ELDP_PIP;HR_CZ_ELDP_PIP;;
HR_CZ_ERG;HR_CZ_ERG;;
HR_CZ_ERG_CHG_DATE;HR_CZ_ERG_DATA;;
HR_CZ_ERG_DATA;HR_CZ_ERG_DATA;;
HR_CZ_ERG_DEFAULTS;HR_CZ_ERG_DEFAULTS;;
