Nome de uma definição de BAdI;Ponto de ampliação;Descrição;
/MERP/PM_OMDO_WRKREQCNSQN_BADI;/MERP/PM_OMDO_WRKREQ_CNSQN;Definição de BAdI para processamento de consequência de soli;
/MERP/PM_PARTNER_BADI;/MERP/PM_PARTNER;Definição de BAdI para processamento de parceiro PM;
/MERP/SD_OMDO_CUST_BADI;/MERP/SD_OMDO_CUSTOMER;Definição de BAdI para processamento de oMDO de cliente;
/MERP/SRV_OMDO_BP_BADI;/MERP/SRV_OMDO_BP;;
/MERP/SRV_OMDO_ERRORMSG_BADI;/MERP/SRV_OMDO_ERROR_MSG;;
/MERP/SRV_OMDO_REFOBJ_HIS_BADI;/MERP/SRV_OMDO_REFOBJ_HISTORY;;
/MERP/SRV_OMDO_SERVICEORD_BADI;/MERP/SRV_OMDO_SERVICEORD;;
/MERP/SRV_OMDO_STATUS_BADI;/MERP/SRV_OMDO_STATUS;;
/MFND/CA_FSM_CROSSREF_BADI;/MFND/CA_FSM_CROSSREF;BAdI para referencia cruzada FSM em MFND;
/MFND/CA_OMDO_ADDR_BADI;/MFND/CA_OMDO_ADDRESS;Definição de BAdI para processamento oMDO de endereço;
/MFND/CA_VALSET_POST_BADI;/MFND/CA_VALSET_PROC;;
/MFND/CA_VALSET_TEXT_BADI;/MFND/CA_VALSET_PROC;;
/MFND/CORE_ODATA_V2_MPC_BADI;/MFND/CORE_OD_V2_MPC_ENSPOT;BAdI do provedor de medelo versão oData 2.0;
/MFND/CORE_ODATA2_PROXY_BADI;/MFND/CORE_ODATA2_PROXY_MGR;BAdI OData V2 Proxy Manager;
/MFND/CORE_OMDO_BASE_BADI;/MFND/CORE_OMDO_BASE_ENSPOT;;
/MFND/CORE_OMDO_BDSDOC_BADI;/MFND/CORE_OMDO_BDS_DOCUMENT;Definição de BAdI para documento BDS processamento oMDO;
/MFND/CORE_OMDO_GIS_OBJ_BADI;/MFND/CORE_OMDO_GIS_OBJECT;Definição de BAdI para processamento de dados geográficos oM;
/MFND/CORE_OMDO_INI_PARAM_BADI;/MFND/CORE_OMDO_INI_PARAM;Definição de BAdI para oMDO: parâmetros INI genéricos;
/MFND/CORE_OMDO_VALUESET_BADI;/MFND/CORE_OMDO_VALUESET;Definição BAdI para conjunto de valores;
/MFND/CORE_OMDO_VSI_BADI;/MFND/CORE_OMDO_VIRUS_SCAN_INT;Definição de BADI para interface virus scan;
/MISU/BTX_OMDO_DISCONNECT_BADI;/MISU/BTX_OMDO_DISCONNECT_BADI;Definição de BAdI para processamento de oMDO de documento de;
/MISU/BTX_OMDO_ISULINK_BADI;/MISU/BTX_OMDO_ISULINK_BADI;Definição de BAdI para processamento oMDO de ligação ISU;
/MISU/BTX_OMDO_METERREAD_BADI;/MISU/BTX_OMDO_METERREAD_BADI;Definição de BAdI para processamento oMDO de leitura;
/MISU/MD_OMDO_CONNOBJ_BADI;/MISU/MD_OMDO_CONNOBJ;Definição de BAdI para processamento oMDO de objeto de ligaç;
/MISU/MD_OMDO_DEVICE_BADI;/MISU/MD_OMDO_DEVICE;Definição de BAdI para processamento oMDO de equipamento;
/MISU/MD_OMDO_DEVICECAT_BADI;/MISU/MD_OMDO_DEVICECAT;Definição de BAdI para processamento de oMDO de tipo de equi;
/MISU/MD_OMDO_DEVLOC_BADI;/MISU/MD_OMDO_DEVLOC;Definição de BAdI para processamento oMDO local de instalaçã;
/MISU/MD_OMDO_INSTALL_BADI;/MISU/MD_OMDO_INSTALL;Definição de BAdI para processamento oMDO de instalação;
/MISU/MD_OMDO_MRU_BADI;/MISU/MD_OMDO_MRU;Definição BAdI p/processamento oMDO de unidade de leitura;
/MISU/MD_OMDO_PREMISE_BADI;/MISU/MD_OMDO_PREMISE;Definição de BAdI para processamento de oMDO de local de con;
/MISU/MD_OMDO_ROUTE_BADI;/MISU/MD_OMDO_ROUTE_BADI;Definição de BAdI para processamento de oMDO de sequência de;
/MOC/BADI_CONFIGURE_FWL_UP;/MOC/BADI_ACT_CRT_FOLLOW_UP;Configuração de uma ação subsequente;
/MOC/BADI_CREATE_FLW_UP_NTF;/MOC/BADI_ACT_CRT_FOLLOW_UP;Criar nota de manutenção como ação subsequente;
/MOC/BADI_MISC;/MOC/BADI_MISC;Outro;
/MSG/4_PM_DESIGNTIME_BADI;/MSG/4_PM_DESIGNTIME_SPOT;PM.Connection tempo de design ampliação;
/MSG/4_PM_DESIGNTIME_BADI2;/MSG/4_PM_DESIGNTIME_SPOT;PM.Connection tempo de design ampliação;
/MVA/AM_EUROTAX_MAPPING_BADI;/MVA/AM_EUROTAX_BADI_ES;BAdI para mapeamento de dados para include do cliente (Eurot;
/MVA/AMB_ADJUST_BADI;/MVA/AMBC_SERVICE;Reajuste automático seguro contra todos os riscos so seguro;
/MVA/AMB_CHECK_BADI;/MVA/AMBC_SERVICE;Verificações de bônus/malus;
/MVA/AMB_SERVICE_BADI;/MVA/AMBC_SERVICE;Ponto de ampliação serviço bônus/malus;
/MVA/AMB_TB_DISPATCH_BADI;/MVA/AMB_TRANSBM_ES;BM transiente: distribuição das entradas do diário BM por en;
/MVA/AMB_TB_MAP_ENTITY_BADI;/MVA/AMB_TRANSBM_ES;B/M transiente: mapeamento dos campos do cliente para entida;
/MVA/AMB_TB_SERVICE_BADI;/MVA/AMB_TRANSBM_ES;B/M transiente: processamento/atribuição dos IDs de serviço;
/MVA/AMCM_CHANGE_MSG_BADI;/MVA/AMCM_CLAIM_CONNECT_ES;Processar mensagens antes de escrever;
/MVA/AMCM_FOLLOW_CONTRACT_BADI;/MVA/AMCM_CLAIM_CONNECT_ES;Processar contratos subsequentes;
/MVA/AMCM_RELEVANT_CHANGE_BADI;/MVA/AMCM_CLAIM_CONNECT_ES;Ampliar e modificar modificações relevantes;
/MVA/AMO_FIND_BADI;/MVA/AMOC_FIND_SERVICE;BAdI para serviço FIND da administração de objetos;
/MVA/AMO_MAP_BADI;/MVA/AMOC_MAP_SERVICE;BAdI para mapeamento na administração de objetos;
/MVA/AMO_STANDARD_BADI;/MVA/AMOC_EXT_SPOT;BAdI administração de objetos;
/MVA/AMP_ADJUSTBM_BADI;/MVA/AMP_BM_BADI_ES;Ajuste B/M de seguro de casco de veículo a B/M de seguro de;
/MVA/AMP_DERIVE_COVEND_BADI;/MVA/AMP_BCA_BADI_ES;Determinação do fim do contrato em casos especiais;
/MVA/AMP_DETERMINE_MODELS_BADI;/MVA/AMP_BM_BADI_ES;Determinação do modelo de prêmio e dos modelos de classifica;
/MVA/AMP_IC_MESSAGE_BADI;/MVA/AMP_BM_BADI_ES;Processar notificação SIS;
/MVA/AMP_IC_MSG_DE_BADI;/MVA/AMP_BM_BADI_ES;Incluir notificação SIS Alemanha;
/MVA/AMP_INIT_EXTDATA_BADI;/MVA/AMP_INIT_EXTDATA_BADI_ES;Predefinir dados externos;
/MVA/AMP_MAP_NCMDP_BADI;/MVA/AMP_NCMDP_ES;Proteção de desconto: definição BAdI para mapeamento dos cam;
/MVA/AMP_PROCCLAIM_BADI;/MVA/AMP_BM_BADI_ES;Inclusão de avisos de sinistro;
/MVA/AMQ_IA_ADDDATA_BADI;/MVA/AMQ_IA_ES;BAdI: migração administração CS - dados adicionais;
/MVA/AMQ_IA_DEL_BADI;/MVA/AMQ_IA_ES;BAdI: migração administração CS - eliminação de dados;
/MVA/AMQ_IA_TECHCHECK_BADI;/MVA/AMQ_IA_ES;BAdI: migração administração CS - validação técnica;
/MVA/AMQ_IA_VALIDATE_BADI;/MVA/AMQ_IA_ES;BAdI: migração administração CS - validação especializada;
/MVA/AMQ_RS_ADDDATA_BADI;/MVA/AMQ_RS_ES;BAdI: migração administração de registros - dados adicionais;
/MVA/AMQ_RS_DEL_BADI;/MVA/AMQ_RS_ES;BAdI: migração da administração do registro - eliminação de;
/MVA/AMQ_RS_TECHCHECK_BADI;/MVA/AMQ_RS_ES;BAdI: migração administração de registros - validação técnic;
/MVA/AMQ_RS_VALIDATE_BADI;/MVA/AMQ_RS_ES;BAdI: migração administração de registros - validação especi;
/MVA/AMT_CM_GETDATA_BADI;/MVA/AMT_CM_CLAIMS_ES;Classificação B/M , incluir sinistros internos;
/MVA/AMT_DERV_ADMINDIS_BADI;/MVA/AMT_DERV_ADMINDIS_BADI_ES;BAdI: derivação da identificação do distrito administrativo;
/MVA/AMT_FILL_EXTENSION_BADI;/MVA/AMT_APIF_ES;Preenchimento de parâmetros Extensionin para AST;
/MVA/AMT_MALUSDATA_BADI;/MVA/AMT_ML_EXT_SPOT;BAdI para file malus;
/MVA/AMT_SVC_BM_BADI;/MVA/AMT_SVC_CHANGE_BADI_ES;BAdI: modificar bônus/malus (Extension In/Out);
/MVA/AMT_SVC_BN_PRM_BADI;/MVA/AMT_SVC_CHANGE_BADI_ES;BAdI: modificar benefício/prêmio (Extension In/Out);
/MVA/AMT_SVC_BTX_COVPAC_BADI;/MVA/AMT_SVC_CHANGE_BADI_ES;BAdI: criar e processar agrupamento de componentes contratua;
/MVA/AMT_SVC_CERT_BADI;/MVA/AMT_SVC_INQUIRY_BADI_ES;;
/MVA/AMT_SVC_CHGVEC_DIS_BADI;/MVA/AMT_SVC_CHANGE_BADI_ES;BAdI: anular mudança de veículo (Extension In/Out);
/MVA/AMT_SVC_CLAIMSU_BADI;/MVA/AMT_SVC_INQUIRY_BADI_ES;BAdI: calcular resgate de dano (Extension In/Out);
/MVA/AMT_SVC_EXREV_BADI;/MVA/AMT_SVC_CHANGE_BADI_ES;BAdI: executar estorno (mapeamento);
/MVA/AMT_SVC_NCMDP_BADI;/MVA/AMT_SVC_CHANGE_BADI_ES;BAdI: modificar proteção de desconto (Extension In/out);
/MVA/AMT_SVC_POLPR_CRT_BADI;/MVA/AMT_SVC_CHANGE_BADI_ES;BAdI: criar e processar contrato (setor veículo/mapeamento);
/MVA/AMT_SVC_SBJ_BADI;/MVA/AMT_SVC_CHANGE_BADI_ES;BAdI: modificar objeto segurado (mapeamento);
/MVA/AMT_SVC_SCV_BADI;/MVA/AMT_SVC_CHANGE_BADI_ES;BAdI: criar e processar componentes contratuais (setor veícu;
/MVA/AMV_APPROVE_BADI;/MVA/AMV_APPROVE_BADI_ES;Liberação de uma mensagem;
/MVA/AMV_ASGN_POL_TO_COMP_BADI;/MVA/AMV_ASGN_POL_TO_COMP_SPOT;Atribuição a registro na liberação;
/MVA/AMV_ASSIGN_BP_BADI;/MVA/AMV_ASSIGN_BP_SPOT;Atribuição ao parceiro;
/MVA/AMV_ASSIGN_INSOBJ_BADI;/MVA/AMV_ASSIGN_INSOBJ_SPOT;Atribuição ao objeto;
/MVA/AMV_ASSIGN_POL_BADI;/MVA/AMV_ASSIGN_POL_SPOT;Atribuição a apólice e contrato;
/MVA/AMV_CENTRAL_DELIVERY_BADI;/MVA/AMVC_EXT_SPOT;Número de telefone central - BAdI - gerar notificação;
/MVA/AMV_CENTRAL_DUP_BADI;/MVA/AMVC_EXT_SPOT;Número de telefone central - BADI - verificação de duplicado;
/MVA/AMV_CENTRAL_SEL_BADI;/MVA/AMVC_EXT_SPOT;Número de telefone central - BAdI - seleção dados de notific;
/MVA/AMV_CHECK_CHARGE_BADI;/MVA/AMV_CHECK_CHARGE_SPOT;Verificar se as taxas foram pagas;
/MVA/AMV_CHECK_OBJ_BADI;/MVA/AMV_CHECK_OBJ_SPOT;Verificar consistência com registro de conteúdos críticos de;
/MVA/AMV_DET_SCR_BADI;/MVA/AMV_DET_SCR_BADI_ES;FS-PM Auto: determinar máscara a ser exibida;
/MVA/AMV_DETECT_MSG_BADI;/MVA/AMV_DETECT_MSG_SPOT;Processamento paralelo - determinação do tipo de mensagem pa;
/MVA/AMV_FIELDNAME_BADI;/MVA/AMV_FIELDNAME_SPOT;Determinar nomes de campo;
/MVA/AMV_GET_NEXT_ICNO_BADI;/MVA/AMV_GET_NEXT_ICNO_SPOT;Determinar próximo nº CS;
/MVA/AMV_MALUS_DELIVERY_BADI;/MVA/AMVM_EXT_SPOT;File malus - BAdI - fornecimento a agência de informação ext;
/MVA/AMV_PROCESS_MSG_BADI;/MVA/AMV_PROCESS_MSG_SPOT;Processa as mensagens no processamento paralelo;
/MVA/AMV_RS_BADI;/MVA/AMV_RS_SPOT;Fs-PM Auto: implementação básica do BAdI de registro;
/MVA/AMV_RS_SEARCH_RESULT_BADI;/MVA/AMV_RS_CI_SPOT;Ampliação da lista de resultados da pesquisa do componente d;
/MVA/AMV_RSA_DATA_EXCH_BADI;/MVA/AMV_RSA_DATA_EXCH_BADI_ES;FS-PM Auto: intercâmbio dos dados de registro;
/MVA/AMV_RSD_DATA_EXCH_BADI;/MVA/AMV_RSD_DATA_EXCH_BADI_ES;FS-PM Auto: configuração da interface específica do cliente;
/MVA/AMV_RSD_REFRPART_BADI;/MVA/AMV_REFPART_ES;Atualizar dados do parceiro de negócios;
/MVA/AMV_RSD_REFVBO_BADI;/MVA/AMV_REFRESHVBO_ES;FS-PM Auto: derivar objeto segurável;
/MVA/AMV_RULE;/MVA/AMV_RULE_SPOT;Processador de regras BAdI;
/MVA/AMV_SEAFLD_BADI;/MVA/AMV_SEAFLD_BADI_ES;FS-PM Auto: mapeamento de critérios de pesquisa;
/MVA/AMV_SELECT_MSG_BADI;/MVA/AMV_SELECT_MSG_SPOT;Seleção de mensagens no processamento paralelo;
/MVA/AMV_SEND_BADI;/MVA/AMV_SEND_BADI_ES;FS-PM Auto: enviar mensagem;
/MVA/AMV_VALIDATE_BADI;/MVA/AMV_VALIDATE_BADI_ES;FS-PM Auto: verificação de plausibilidade de dados;
/MVA/AMVAA_IC_BADI;/MVA/AMVAA_IC_BADI_ES;Definição de BAdI para o certificado de seguro;
/MVA/AMVI_ICA_COM_ASSOC_BADI;/MVA/AMVI_ICA_COM_ASSOC_BADI;;
/MVA/AMVI_ICA_CUST_ASSOC_BADI;/MVA/AMVI_ICA_CUST_ASSOC_BADI;Definição BAdI para interface de associação específica do cl;
/MVA/AMVI_ICA_FPP_BADI;/MVA/AMVI_ICA_FPP_BADI;;
/MVA/AMVI_ICA_SERVICES_BADI;/MVA/AMVI_ICA_SERVICES_BADI;FS-PM Auto: definição BAdI para serviços da administração;
/MVA/AMVI_ICDE_ASSOC_BADI;/MVA/AMVI_ICDE_ASSOC_BADI_ES;Definição BAdI para comunicação com a associação;
/MVA/AMVI_ICDE_AUTO_BADI;/MVA/AMVI_ICDE_AUTO_BADI_ES;FS-PM Auto: definição BAdI para processamento automático de;
/MVA/AMVI_ICDE_FPP_BADI;/MVA/AMVI_ICDE_FPP_BADI_ES;FS-PM Auto: implementação de ampliação para chamada FPP;
/MVA/AMVI_ICDE_PROC_REC_BADI;/MVA/AMVI_ICDE_FPP_BADI_ES;Processamento de notificações;
/MVA/AMVI_ICDE_SERVICES_BADI;/MVA/AMVI_ICDE_SERVICES_BADI;FS-PM Auto: BAdI definição para serviços do componente;
/MVA/AMVR_OLC_FPP_BADI;/MVA/AMVR_MSG_PROCESSING_ES;BAdI para FPP contrato;
/MVA/AMVR_RSA_CREATE_NHA_BADI;/MVA/AMV_RSA_CREATE_INSEND_ES;Processar NNR individualmente antes da criação;
/MVA/AMVR_RSD_CANCEL_BAD;/MVA/AMV_RSD_CANCELLATION_ES;Selecionar notificações de estorno;
/MVA/AMVR_RSD_COMP_BADI;/MVA/AMV_RSD_COMP_BADI;BAdI: comparar dados do permissionário objeto segurado e men;
/MVA/AMVR_RSD_CREATE_IE_BADI;/MVA/AMV_RSD_CREATE_INSEND_ES;Processar notif.fim contrato individualmente antes da criaçã;
/MVA/AMVT_ALLCTD_TPCL_IMP_BADI;/MVA/AMVT_ALLCTD_TPCL_IMP_ES;BAdI para importação do file de atribuição GDV e do file de;
/MVA/AMW_CHGVEC_APIF;/MVA/AMW_CHGVEC_ES;Definição BAdI para mudança de veículo: interface;
/MVA/AMW_CHGVEC_BADI;/MVA/AMW_CHGVEC_ES;;
/MVA/AMX_SERVICE_BADI;/MVA/AMX_SERVICE;Ampliações para Cross Services;
/MVA/AMZ_MONITOR_INTERIM_CATT;/MVA/AMZ_TIMEMODEL_BADI_ES;Ação subsequente na classe do tipo final;
/MVA/AMZ_POLPEX_ES;/MVA/AMZ_TIMEMODEL_BADI_ES;Vencimento contrato;
/MVA/AMZ_TIMEMOD_CHECK_BADI;/MVA/AMZ_TIMEMODEL_BADI_ES;Verificação individual para funções de modelo temporal;
/MVA/CL_AMO_PRESET_BADI;/MVA/AMOC_PRESET_BADI;FS-PM Auto: predefinição de dados de objeto;
/MVA/INITIALIZE_BADI;/MVA/AMV_INITIALIZE_BADI_ES;FS-PM Auto: inicialização das mensagens;
/MVA/TIMEMODEL_CANCEL;/MVA/TIMEMODEL;Estorno após suspensão;
/MWC/CONTRACC_BADI;COD_UTILITES_METER_READ_BADI;;
/NFM/BADI_MV02;;BAdI: ampliação NFM em FUGR MV02;
/NFM/BADI_VEDA_VEDB;;BAdI: ampliação NFM em FUGR VEDA e VEDB;
/NFM/ORDERPOS_DATA;;BAdI: modificações dds.documento do processamento metal nF;
/OLC/BADI_OPR_CO_PARAMS;/OLC/BADI_OPR;OLC: atualizar parâmetros CO para operação;
/OLC/BADI_OPR_SETTLEMENT_RULE;/OLC/BADI_ORDER_SRD;OLC: determinar normas de apropriação da operação da ordem P;
/OSP/INVALID_USERS_BADI;/OSP/INVALID_USERS_ES;Definição de BAdI para usuários inválidos;
/OSP/REP_BADI;/OSP/REP_ENH_SPOT;BADI para reporting;
/PF1/BADI_3RD_PARTY_UTILITIES;/PF1/ES_EV_UTILITIES;;
/PF1/BADI_ACC_DEFAULT_CUST;/PF1/BADI_ACC_DEFAULT_CUST;;
/PF1/BADI_ACCT_SUBST_SCREEN;/PF1/BADI_ACCT_SUBST_SCREEN;;
/PF1/BADI_ALS_UTILITIES;/PF1/ES_EV_UTILITIES;;
/PF1/BADI_AR_CHECK;;obsoleto - BAdI: requisitos adicionais p/verif.arquivamento;
/PF1/BADI_ASYNC_RESUBMISSION;/PF1/ES_ASYNC_RESUBMISSION;;
/PF1/BADI_AUTH;/PF1/ES_AUTH;;
/PF1/BADI_BANK_VALIDATION;/PF1/ES_EV_UTILITIES;Validação para chave do banco/BIC;
/PF1/BADI_BIC_UTILITIES;/PF1/ES_EV_UTILITIES;;
/PF1/BADI_BIS_DATA_MAPPING;/PF1/ES_BIS;Mapear business object APM para repositório BIS padrão /PF1/;
/PF1/BADI_BIS_ONLINE_DETECTION;/PF1/ES_BIS;Execução de detecção online Business Integrity Screening;
/PF1/BADI_BLZ_CHECK;;BAdI para verificação de BLZ/BIC em vários GUIs;
/PF1/BADI_BP_DEFAULT_CUST;/PF1/BADI_BP_DEFAULT_CUST;;
/PF1/BADI_BRF_SWITCH;/PF1/ES_BRF_BASIS;;
/PF1/BADI_CLR_SYSTEM;/PF1/ES_ENRICH_CLR_SYSTEM;;
/PF1/BADI_CONTROL_TAB_DELETION;/PF1/ES_CONTROL_TAB_DELETION;;
/PF1/BADI_CORR_PF01;/PF1/ES_CORRESPONDENCE;PF01 - confirmação de não execução ordem de pagamento;
/PF1/BADI_CORR_PF02;/PF1/ES_CORRESPONDENCE;PF02 - confirmação processamento ordem pagamento;
/PF1/BADI_CORR_PF11;/PF1/ES_CORRESPONDENCE;PF11 - notificação de cliente p/partida de pagamento não pro;
/PF1/BADI_CORR_PF20;/PF1/ES_CORRESPONDENCE;PF20 - confirmação liquidação concluída;
/PF1/BADI_CORR_PF21;/PF1/ES_CORRESPONDENCE;PF21 - resultados de validação de pagamento;
/PF1/BADI_CORR_PF23;/PF1/ES_CORRESPONDENCE;PF23 - notificação de entrada de ordem;
/PF1/BADI_CP_ITEM_ASSIGNMENT;/PF1/ES_COLLECTOR_PROCESSING;;
/PF1/BADI_DEMO_E_MYC;;Definição de demonstração de BADIs para ampliações padrão;
/PF1/BADI_DMEEX_OUT_PAYM;/PF1/ES_DMEEX_OUT;Mapeamento de dados PAYM para mensagens de saída DMEEX;
/PF1/BADI_DMEEX_OUT_PAYM_LOCAL;/PF1/ES_DMEEX_OUT;mapeamento DMEEX localizado para interface de pagamento e ve;
/PF1/BADI_EH_AUTH;;BAdI: administrar autoriz.ordem no tratamento exceções;
/PF1/BADI_EH_EX_ITEM;/PF1/BADI_EH_EX_ITEM;;
/PF1/BADI_EH_FI_REVERSAL;/PF1/ES_EH_REACTION;Estorno de um documento FI;
/PF1/BADI_EH_REASON;/PF1/ES_EH_REACTION;;
/PF1/BADI_ENRICH_OUTGOING_PO;/PF1/ES_ENRICH_OUTGOING_PO;;
/PF1/BADI_FCT_FIELD;/PF1/ES_BO_FCT_FIELD;Suporte campo função;
/PF1/BADI_FH_IPM_ADAPT_ERRORID;/PF1/BADI_FH_IPM;;
/PF1/BADI_FH_IPM_AMOUNT_CONV;/PF1/BADI_FH_IPM;;
/PF1/BADI_FH_IPM_CONFIRMATION;/PF1/BADI_FH_IPM;;
/PF1/BADI_FH_IPM_FILE_CHECK;/PF1/BADI_FH_IPM;;
/PF1/BADI_FH_NONFIN_INVEST;/PF1/BADI_FH_NONFIN;;
/PF1/BADI_FH_XML_CONVERTER_IPM;/PF1/BADI_FH_XML_CONVERTER;;
/PF1/BADI_FH_XML_CONVERTER_OPM;/PF1/BADI_FH_XML_CONVERTER;;
/PF1/BADI_FH_XML_MSG_IDENT_IPM;/PF1/BADI_FH_XML_CONVERTER;;
/PF1/BADI_FH_XML_MSG_IDENT_OPM;/PF1/BADI_FH_XML_CONVERTER;;
/PF1/BADI_FH_XML_ORDER_IPM;/PF1/BADI_FH_XML_BO_EXTENSIONS;;
/PF1/BADI_FH_XML_ORDER_OPM;/PF1/BADI_FH_XML_BO_EXTENSIONS;;
/PF1/BADI_FH_XML_RECALL_IPM;/PF1/BADI_FH_XML_BO_EXTENSIONS;;
/PF1/BADI_FH_XML_TEXT_ADAPTOR;/PF1/BADI_FH_XML_CONVERTER;;
/PF1/BADI_FH_XML_TYPE_DRVTN;/PF1/BADI_FH_XML_BO_EXTENSIONS;;
/PF1/BADI_FH_XSD_ADD_VAL;/PF1/BADI_FH_XSD_VAL;;
/PF1/BADI_FH_XSD_VAL;/PF1/BADI_FH_XSD_VAL;;
/PF1/BADI_FI_PROXY;/PF1/ES_FI_PROXY;;
/PF1/BADI_FIORI_LAYOUT_INFO;/PF1/ES_FIORI_UI;;
/PF1/BADI_IDOC_CONVERTER_MAP;/PF1/BADI_IDOC_CONVERTER;Mapeamento de segmentos;
/PF1/BADI_INHOUSE_BANK;/PF1/ES_INHOUSE_BANK;Integração de banco interno;
/PF1/BADI_IT_TAB_DEL;/PF1/ES_IT_TAB_DEL;;
/PF1/BADI_MODIFY_CLRSYS_DATE;/PF1/ES_ENRICH_CLR_SYSTEM;;
/PF1/BADI_NEXT_INSTITUTION;/PF1/ES_NEXT_INSTITUTION;;
/PF1/BADI_NONFIN_INVEST_DETAIL;/PF1/BADI_FH_NONFIN;;
/PF1/BADI_NONFIN_INVEST_HEADER;/PF1/BADI_FH_NONFIN;;
/PF1/BADI_OPM_CREATE;/PF1/ES_OPO_PROCESSING;Ampliação de atributos personalizados durante criação de ord;
/PF1/BADI_OPM_FILENAME;/PF1/ES_OPO_PROCESSING;Obter nome de arquivo externo;
/PF1/BADI_OPO_RELEASE;/PF1/ES_OPO_PROCESSING;Requisito de liberação externo;
/PF1/BADI_ORIG_FILE_NAME_ADJ;/PF1/ES_FIORI_UI;;
/PF1/BADI_PO_PAYMORD;/PF1/BADI_PO_PAYMORD;;
/PF1/BADI_PO_RECALL;/PF1/BADI_PO_RECALL;;
/PF1/BADI_PO_XML_CONVERSION;/PF1/ES_PO_XML;Conversão de formato ISO XML;
/PF1/BADI_PO_XML_MAPPING;/PF1/ES_PO_XML;;
/PF1/BADI_RA_SCREEN;/PF1/BADI_RA_SCREEN;;
/PF1/BADI_RCL_ITEM;/PF1/ES_RCL_ITEM;;
/PF1/BADI_RCL_ORDER;/PF1/ES_RCL_ORDER;;
/PF1/BADI_RD_BUPA_INTEGRATION;/PF1/ES_RD_BUPA_INTEGRATION;;
/PF1/BADI_RD_ROUTDIR;/PF1/ES_RD;;
/PF1/BADI_RD_TRANSFORMER;/PF1/ES_RD;;
/PF1/BADI_READ_FROM_ARCHIVE;/PF1/ES_READ_FROM_ARCHIVE;;
/PF1/BADI_RECALL_CREATE;/PF1/BADI_PO_RECALL;;
/PF1/BADI_REQUEST_AGENT;/PF1/ES_REQUEST_AGENT;;
/PF1/BADI_RP_CA;;BAdI: adicionar funcionalidade a procmto.itin./acordos comp.;
/PF1/BADI_RP_CLA;/PF1/BADI_RP_CLA;;
/PF1/BADI_RP_POSTPRO;;BAdI: atualizar status de processamento posterior;
/PF1/BADI_RP_RESULT;/PF1/ES_ROUTE_PROCESSING;Verificar resultados de processamento itinerário;
/PF1/BADI_RP_VA_DET;;BAdI: implementação de métodos p/processamento data efetiva;
/PF1/BADI_SCHEMA_VALIDATION;/PF1/BADI_FH_XSD_VAL;;
/PF1/BADI_SCT_RECALL_CREATE;/PF1/BADI_SCT_RECALL;;
/PF1/BADI_SLA_CHECK;/PF1/ES_SLA_CHECK;;
/PF1/BADI_SLA_CUSTOMER_ID_GEN;/PF1/GEN_UTILS;;
/PF1/BADI_SLA_SCREEN;;BAdI: implementação de área de subtela para ANS;
/PF1/BADI_STATE_CONT;;BAdI: transição de status;
/PF1/BADI_TCP_SERVER_FORMAT;/PF1/BADI_TCP_SERVER;;
/PF1/BADI_TCP_SERVER_M_TYPE;/PF1/BADI_TCP_SERVER;;
/PF1/BADI_TIME_PART;/PF1/ES_TIME_PART;;
/PF1/BADI_TRANSACTION_CHAIN;/PF1/ES_NEXT_INSTITUTION;;
/PF1/BADI_UI_CUST_FIELD;/PF1/ES_UI_CUST_FIELD;BAdI: suporte campos personalizados IU;
/PF1/BADI_XML_ORIG_MSG;/PF1/ES_XML_ORIG_MSG;;
/PF1/BAPI_SN_STAT_MAPPER;/PF1/BAPI_FH_STATUS_NOTIF;;
/PICM/BADI_A_APPROVAL_PROCESS;/PICM/ACCESS_ON_CATEGORY;BAdI: definição do processo de autorização para atividades;
/PICM/BADI_ARCHIVE_ISSUE_ROOT;/PICM/ACCESS_ON_CATEGORY;BAdI: arquivamento de problemas, pedidos de modificação e at;
/PICM/BADI_ASSIGN_CEA_ACT;/PICM/ACCESS_ON_CATEGORY;;
/PICM/BADI_BUPA_CATEGORY;/PICM/ACCESS_ON_CATEGORY;Acesso a detalhes do parceiro de negócios;
/PICM/BADI_CEA_ACTIVITY;/PICM/ACCESS_ON_CATEGORY;BAdI: criar automaticamente alternativas de estimativa de cu;
/PICM/BADI_CHANGE_LOG;/PICM/ACCESS_ON_CATEGORY;;
/PICM/BADI_CR_DATA;/PICM/ACCESS_ON_CATEGORY;Ler dados de ordem de modificação;
/PICM/BADI_GENERATE_ISS_CR_ID;/PICM/ACCESS_ON_CATEGORY;BAdI: geração de números externos para IDs de problema e de;
/PICM/BADI_ICM_FP_PLNHDR;/PICM/ACCESS_ON_CATEGORY;BAdI: integração em planejamento de custos e de receita (CA-;
/PICM/BADI_ISSUE_DATA;/PICM/ACCESS_ON_CATEGORY;Ler detalhes de problema de Issue and Activity Management (I;
/PICM/BADI_LINK_DMS;/PICM/ACCESS_ON_CATEGORY;Acesso a ligação SAD;
/PICM/BADI_MP_BID_PROJECT;/PICM/ACCESS_ON_CATEGORY;;
/PICM/BADI_MP_PROJECT;/PICM/ACCESS_ON_CATEGORY;BAdI: acesso ao projeto principal;
/PICM/BADI_NOTIFICATIONS;/PICM/ACCESS_ON_CATEGORY;;
/PICM/BADI_PARTNER_ROLES;/PICM/ACCESS_ON_CATEGORY;Funções do parceiro e responsabilidade;
